"",".rownames","price_3_nights","neigh_simp","number_of_reviews","reviews_per_month",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid","obs_num"
"354","365",664.4,"City of Santa Cruz",17,2.97,1077.34428918599,-412.944289185992,0.0217614729867585,844.571737583911,0.000907623051195858,-0.494773716820454,354
"355","366",1153.64,"Unincorporated Areas",70,3.86,1156.88100183674,-3.24100183673727,0.0211299731998809,844.807302287729,5.42164735121798e-08,-0.00388198899766346,355
"356","367",449.98,"Unincorporated Areas",7,0.4,1245.13185792024,-795.151857920235,0.00564238231624875,843.947676433992,0.000844503165161571,-0.944966284855149,356
"357","368",1132.5,"Unincorporated Areas",21,1.24,1226.53784730835,-94.0378473083474,0.00524174160338552,844.795304406279,1.09640166238327e-05,-0.111732995066348,357
"358","369",1262.36,"Unincorporated Areas",9,0.52,1242.47557068997,19.8844293100346,0.00541470362517759,844.806779604443,5.06571450271251e-07,0.0236281463490288,358
"359","371",196.3,"Unincorporated Areas",3,0.22,1251.30277144265,-1055.00277144265,0.00610509308020225,843.292729024601,0.0016100612087851,-1.25406748055907,359
"360","372",241.6,"City of Santa Cruz",4,0.24,1066.71413667179,-825.114136671789,0.00780645814741784,843.879614971393,0.00126361020878159,-0.981642534948211,360
"361","373",1488.86,"City of Santa Cruz",20,1.28,1046.60829091213,442.251709087868,0.00785415754969975,844.540894694621,0.000365267843899786,0.526161782089498,361
"362","374",969.42,"Unincorporated Areas",26,1.55,1220.04018574299,-250.620185742986,0.00580744828444186,844.721943548217,8.63774267545015e-05,-0.297864216655949,362
"363","375",169.12,"Unincorporated Areas",1,0.07,1253.52988914198,-1084.40988914198,0.0065658656808054,843.206292920378,0.00183115287250758,-1.28932222381778,363
"364","376",292.94,"City of Santa Cruz",1,0.07,1070.84162402751,-777.901624027505,0.00822160423792789,843.982447727719,0.00118386031507708,-0.925667241261977,364
"365","377",588.9,"City of Santa Cruz",23,1.58,1044.34053819048,-455.440538190479,0.00880600412479779,844.524493195031,0.000435159784932576,-0.542113086220861,365
"366","378",2805.58,"Unincorporated Areas",17,2.45,1252.59361576421,1552.98638423579,0.0123471610036675,841.501187453376,0.00714525283161207,1.851838155632,366
"367","379",1510,"Unincorporated Areas",1,0.07,1253.52988914198,256.470110858018,0.0065658656808054,844.717843032287,0.000102426228783761,0.304933233259143,367
"368","380",302,"Other",5,0.41,531.309688619044,-229.309688619044,0.0910925563798377,844.729138983066,0.00135710110829328,-0.285036261223665,368
"369","381",1057,"Unincorporated Areas",3,0.29,1252.30416701484,-195.304167014838,0.00594047314168358,844.755465185426,5.36714215405993e-05,-0.232136189827896,369
"370","382",715.74,"Unincorporated Areas",43,3.27,1207.47570000758,-491.735700007575,0.0173510281979036,844.474742404779,0.00101698772739137,-0.587854809174643,370
"371","383",2349.56,"City of Capitola",8,1.22,1272.28482108537,1077.27517891463,0.0173536451619901,843.209948475893,0.00488172545514307,1.28785084749853,371
"372","384",498.3,"Unincorporated Areas",26,3.08,1241.92783182081,-743.627831820813,0.0176694952130219,844.046311772174,0.00236997616964423,-0.889128146788086,372
"373","387",453,"City of Santa Cruz",1,0.09,1071.12773704813,-618.127737048131,0.00817419198186358,844.286610108897,0.0007431120678391,-0.735526065620643,373
"374","388",936.2,"Unincorporated Areas",5,0.47,1250.50621884644,-314.306218846444,0.00558365573554147,844.673067982443,0.000130560528795448,-0.373513570669543,374
"375","389",302,"City of Santa Cruz",13,1.08,1059.05253944495,-757.052539444953,0.00774458696211495,844.026466911631,0.00105518151499099,-0.900641221794185,375
"376","390",604,"City of Santa Cruz",1,0.16,1072.12913262032,-468.129132620319,0.00802600871881289,844.508746882657,0.000418363916912522,-0.556997267383036,376
"377","392",1896.56,"City of Santa Cruz",48,4.4,1030.02040717337,866.53959282663,0.0382602754168896,843.751644974528,0.00726998692520763,1.04712172841706,377
"378","393",1120.42,"City of Santa Cruz",25,2.71,1056.13295850178,64.2870414982192,0.0173479468689513,844.801633668173,1.73787788843569e-05,0.0768530478057058,378
"379","394",465.08,"Unincorporated Areas",24,2.55,1238.71880212827,-773.638802128266,0.0123248698650397,843.988076647737,0.00176992319037635,-0.922504987751937,379
"380","395",453,"City of Capitola",1,0.11,1271.71092717975,-818.710927179748,0.0179154881908885,843.884558855334,0.00291417697879133,-0.979024802212863,380
"381","396",597.96,"City of Capitola",16,1.71,1261.80272867461,-663.842728674608,0.0186270229439508,844.200314136733,0.00199493840293926,-0.79411919439349,381
"382","397",761.04,"Unincorporated Areas",56,5.23,1207.09050122771,-446.050501227709,0.0483434374012916,844.524764598699,0.00248581567993845,-0.541852955564134,382
"383","398",1250.28,"Unincorporated Areas",35,3.3,1225.3967309546,24.8832690454035,0.0189423789235878,844.806463965057,2.85222764645261e-06,0.0297712942845153,383
"384","399",510.38,"Unincorporated Areas",1,0.33,1257.24935841011,-746.869358410109,0.00590792607832632,844.048746329996,0.000780539598902507,-0.887705426818056,384
"385","401",226.5,"City of Santa Cruz",2,0.2,1070.51487598456,-844.014875984559,0.00792656982668129,843.836484473681,0.00134283199837667,-1.00418962556599,385
"386","402",1153.64,"Unincorporated Areas",50,5.03,1217.34826708352,-63.7082670835191,0.0454650881364329,844.801571133834,4.7403435008605e-05,-0.0772747167352215,386
"387","404",1150.62,"City of Capitola",14,2.55,1278.19244089489,-127.572440894887,0.0249156944369202,844.784763202674,9.98219891785811e-05,-0.153099340623899,387
"388","405",733.86,"City of Capitola",48,4.85,1236.75502724843,-502.895027248429,0.0534071560691389,844.446220920657,0.00352818644519629,-0.612538331237608,388
"389","406",271.8,"Unincorporated Areas",3,0.33,1252.87639305609,-981.076393056089,0.00585880815871534,843.498036967353,0.00133549607911727,-1.16604773452089,389
"390","407",1208,"City of Santa Cruz",1,0.17,1072.27218913063,135.727810869369,0.00800709487274842,844.782222562117,3.50848284548253e-05,0.16149240407476,390
"391","408",534.54,"Unincorporated Areas",3,0.36,1253.30556258703,-718.765562587026,0.00580347929921396,844.104857585196,0.000709973779980067,-0.854257262937467,391
"392","409",1706.3,"Unincorporated Areas",4,0.55,1253.83715360596,452.462846394045,0.00553457313218845,844.529098353043,0.000268160264132851,0.53768214747216,392
"393","410",1241.22,"Unincorporated Areas",8,1.15,1253.67461351667,-12.4546135166693,0.00581193916642289,844.807105958903,2.13485464111137e-07,-0.0148024472437649,393
"394","411",1410.34,"City of Santa Cruz",21,2.23,1058.01217671482,352.327823285182,0.0132623139910553,844.637306933823,0.000395761535880683,0.420323451170213,394
"395","412",483.2,"City of Santa Cruz",1,0.11,1071.41385006876,-588.213850068756,0.00812903491731348,844.335824329575,0.000669149184105821,-0.699914830312359,395
"396","414",1295.58,"Unincorporated Areas",5,1.14,1260.09100503739,35.488994962612,0.00599765517867984,844.805604650276,1.78944313809547e-06,0.0421830069270515,396
"397","415",1057,"Unincorporated Areas",1,0.18,1255.10351075542,-198.10351075542,0.00624099329323757,844.753951947981,5.80496667146898e-05,-0.235499056477243,397
"398","416",528.5,"Unincorporated Areas",3,0.43,1254.30695815921,-725.806958159214,0.00569411155279338,844.091099822174,0.000710153168808641,-0.862578561424344,398
"399","417",1325.78,"City of Santa Cruz",2,1.82,1093.6900306552,232.089969344801,0.0124740310242532,844.733607639909,0.000161267308651873,0.276770403503057,399
"400","418",3624,"Unincorporated Areas",1,0.88,1265.1174664773,2358.8825335227,0.005771990539864,837.210670787668,0.00760483994621041,2.80350190763622,400
"401","420",1588.52,"City of Santa Cruz",8,1.55,1076.7086088147,511.811391185303,0.0100314175457773,844.449691151755,0.000627571488819253,0.609588520292173,401
"402","424",818.42,"City of Capitola",1,0.2,1272.99843577256,-454.578435772562,0.0176473620975835,844.523026809345,0.000884476811497367,-0.543516409191178,402
"403","425",359.38,"Unincorporated Areas",29,4.33,1253.25044757886,-893.870447578856,0.0364318202774969,843.686090609899,0.0073381900642405,-1.07912285996604,403
"404","426",3306.9,"City of Santa Cruz",12,1.75,1070.82380831291,2236.07619168709,0.0107807651244152,837.949511174424,0.0128932231951002,2.66426769961993,404
"405","427",2718,"City of Santa Cruz",7,1.22,1074.17422665139,1643.82577334861,0.00862074991894902,841.116183131652,0.00554754449569928,1.9564709839111,405
"406","428",362.4,"City of Capitola",2,0.95,1281.541191369,-919.141191368996,0.0171375114123923,843.6450421076,0.00350792679294098,-1.09868548654015,406
"407","429",884.86,"City of Santa Cruz",8,2.22,1086.29339500564,-201.433395005641,0.0149535794646268,844.751654790993,0.000146358698786685,-0.240514166709974,407
"408","432",797.28,"City of Santa Cruz",30,5.42,1083.96885941144,-286.688859411442,0.0659242760938657,844.688409536425,0.00145353890020166,-0.351525886793586,408
"409","433",1751.6,"Unincorporated Areas",1,0.2,1255.38962377605,496.210376223954,0.00618925495882823,844.472465248121,0.000361149074732944,0.589863516845007,409
"410","435",1506.98,"Unincorporated Areas",16,2.41,1254.20787239997,252.772127600027,0.0121227026932147,844.719915857388,0.000185770024588174,0.301380549079326,410
"411","436",516.42,"City of Santa Cruz",1,0.17,1072.27218913063,-555.852189130631,0.00800709487274842,844.386341578153,0.000588437456009358,-0.661367082825197,411
"412","437",1195.92,"Unincorporated Areas",10,1.5,1254.30862602359,-58.3886260235893,0.00680766746990285,844.802678447933,5.50696042209588e-06,-0.0694303116962084,412
"413","439",1268.4,"Unincorporated Areas",13,2.14,1256.90479465256,11.4952053474358,0.0102762862343198,844.807136379034,3.24463265071443e-07,0.0136929582517687,413
"414","441",1506.98,"Unincorporated Areas",13,2.06,1255.76034257006,251.219657429936,0.00968476376137054,844.721198747116,0.000145872415391501,0.299160621596259,414
"415","442",2129.1,"City of Capitola",3,0.69,1275.63523942386,853.464760576142,0.0169217733472846,843.805521665156,0.00298514019915487,1.02006792881816,415
"416","443",449.98,"City of Capitola",3,0.51,1273.06022223823,-823.080222238231,0.0170300511886149,843.875518534624,0.00279475428155983,-0.983806265340988,416
"417","444",2265,"City of Capitola",10,2.44,1285.36474998949,979.635250010511,0.0244080520010935,843.477043431909,0.00576035619816956,1.17535169653493,417
"418","445",594.94,"Unincorporated Areas",4,0.67,1255.55383172971,-660.613831729706,0.00548466950108233,844.214153092194,0.000566430525226916,-0.785017719451676,418
"419","446",788.22,"City of Capitola",4,1.45,1284.3210515306,-496.101051530605,0.0183978058165027,844.468449136731,0.00109991496519584,-0.59338959341349,419
"420","447",1721.4,"City of Santa Cruz",6,1.01,1073.35652261184,648.043477388163,0.00804727537345738,844.235044572863,0.000803894444390711,0.771074240426467,420
"421","448",863.72,"City of Capitola",24,4.11,1278.64442973355,-414.924429733547,0.0445857685960059,844.563789779932,0.00196822472577873,-0.503049464514214,421
"422","449",468.1,"Unincorporated Areas",3,0.54,1255.88057977265,-787.780579772653,0.00557806394125195,843.963603298843,0.000819363216921052,-0.936175908435537,422
"423","450",392.6,"City of Capitola",1,0.2,1272.99843577256,-880.398435772562,0.0176473620975835,843.74046609544,0.00331762516176359,-1.05264781347447,423
"424","451",453,"City of Santa Cruz",1,0.54,1077.5652800122,-624.565280012197,0.0077036324769852,844.275956489065,0.000714319085894221,-0.743010028221698,424
"425","453",286.9,"Other",6,1.13,539.423274684541,-252.523274684541,0.0917475964892206,844.712440237846,0.00166000056380594,-0.314004356077317,425
"426","454",770.1,"City of Santa Cruz",14,4.72,1108.93862652173,-338.838626521727,0.053819015419772,844.643336370289,0.00161546282450904,-0.412803473588438,426
"427","455",755,"Unincorporated Areas",2,0.37,1255.63510177435,-500.635101774349,0.00581245676436338,844.466594855216,0.000344976506889257,-0.595010563880449,427
"428","457",634.2,"City of Santa Cruz",2,0.45,1074.09128874237,-439.891288742374,0.00766283466299029,844.543782312634,0.000352440241837175,-0.523303056567509,428
"429","458",815.4,"Unincorporated Areas",2,0.56,1258.35317547029,-442.953175470289,0.00560305677475786,844.540653866071,0.000260222549156614,-0.526399499168078,429
"430","459",755,"Unincorporated Areas",1,1,1266.83414460105,-511.834144601053,0.0059689786241046,844.451121341204,0.000370409812314263,-0.608368646541925,430
"431","460",1618.72,"City of Capitola",2,0.65,1277.24949605962,341.470503940382,0.0169600059579448,844.647023759306,0.000478976100072878,0.40813622221026,431
"432","463",3128.72,"City of Santa Cruz",14,2.64,1079.18287237671,2049.53712762329,0.0183074118686747,839.005444552453,0.0186771812896688,2.45135140379858,432
"433","466",1346.92,"City of Santa Cruz",3,0.65,1074.76593627162,272.154063728385,0.00765063747475265,844.706454409351,0.00013468582984157,0.323757668760774,433
"434","467",286.9,"City of Santa Cruz",1,0.33,1074.56109329563,-787.661093295633,0.00778114984720005,843.961985627996,0.00114770809801261,-0.937072505410871,434
"435","468",649.3,"Unincorporated Areas",2,1,1264.64766192404,-615.347661924043,0.00589955434271266,844.292465949187,0.000529082753033681,-0.731379795709645,435
"436","471",770.1,"Unincorporated Areas",3,1.14,1264.46397039141,-494.363970391409,0.00614596645052317,844.474967555249,0.000355928222042569,-0.587655827904346,436
"437","472",688.56,"Other",15,4.05,561.517431602725,127.042568397275,0.122296786489384,844.782468557972,0.000599711014480509,0.16069892046649,437
"438","473",1346.92,"City of Santa Cruz",9,2.45,1087.39721206582,259.52278793418,0.0170644480850941,844.714721693006,0.000278430611889862,0.310206229203333,438
"439","474",1057,"Unincorporated Areas",1,0.54,1260.25354512667,-203.253545126674,0.00565474757554316,844.751174292437,5.53017530742844e-05,-0.241550013047197,439
"440","476",2485.46,"Unincorporated Areas",1,0.37,1257.82158445136,1227.63841554864,0.00584053247373496,842.756387907932,0.00208451537984396,1.45908294787358,440
"441","478",588.9,"City of Santa Cruz",1,0.88,1082.42920136283,-493.529201362826,0.00810527917974996,844.475434808509,0.000469663008286358,-0.587242668087954,441
"442","481",600.98,"Unincorporated Areas",5,2.73,1282.83699017709,-681.85699017709,0.0171098879530534,844.167899696292,0.00192729259952918,-0.815038928555214,442
"443","482",498.3,"City of Santa Cruz",1,0.94,1083.2875404247,-584.987540424701,0.00824381375507585,844.340929787228,0.000671328977902421,-0.69611612729812,443
"444","486",1087.2,"Unincorporated Areas",1,1,1266.83414460105,-179.634144601053,0.0059689786241046,844.763450857459,4.56248820223797e-05,-0.213514050550183,444
"445","491",1304.64,"City of Santa Cruz",1,1,1084.14587948658,220.494120513423,0.0084026450540296,844.741062509994,9.72440755945918e-05,0.262401837518185,445
